stat_time_day,age,ctr,cost_per_conversion,clicks,cpc,cpm,impressions,conversion_rate,spend,conversion,shopping,shopping_sigla
2025-12-21 00:00:00,AGE_55_100,4.28,0.0,142,0.07,3.13,3320,0.0,10.38,0,Nacoes Shopping,NS
2025-12-22 00:00:00,NONE,0.0,0.0,0,0.0,5.0,6,0.0,0.03,0,Nacoes Shopping,NS
2025-12-22 00:00:00,AGE_18_24,2.88,0.0,296,0.1,2.9,10285,0.0,29.87,0,Nacoes Shopping,NS
2025-12-22 00:00:00,AGE_25_34,1.4,0.0,87,0.18,2.58,6228,0.0,16.05,0,Nacoes Shopping,NS
2025-12-22 00:00:00,AGE_35_44,2.68,0.0,107,0.11,3.01,3997,0.0,12.02,0,Nacoes Shopping,NS
2025-12-22 00:00:00,AGE_45_54,7.58,0.0,197,0.05,4.09,2599,0.0,10.63,0,Nacoes Shopping,NS
2025-12-22 00:00:00,AGE_55_100,7.58,0.0,289,0.05,3.45,3811,0.0,13.14,0,Nacoes Shopping,NS
2025-12-23 00:00:00,NONE,10.0,0.0,1,0.05,5.0,10,0.0,0.05,0,Nacoes Shopping,NS
2025-12-23 00:00:00,AGE_18_24,2.08,0.0,213,0.14,2.88,10258,0.0,29.54,0,Nacoes Shopping,NS
2025-12-23 00:00:00,AGE_25_34,1.43,0.0,83,0.21,3.07,5805,0.0,17.82,0,Nacoes Shopping,NS
2025-12-23 00:00:00,AGE_35_44,2.06,0.0,80,0.14,2.98,3885,0.0,11.58,0,Nacoes Shopping,NS
2025-12-23 00:00:00,AGE_45_54,5.45,0.0,143,0.07,3.58,2625,0.0,9.4,0,Nacoes Shopping,NS
2025-12-23 00:00:00,AGE_55_100,7.87,0.0,259,0.05,4.1,3292,0.0,13.49,0,Nacoes Shopping,NS
2025-12-24 00:00:00,NONE,0.0,0.0,0,0.0,2.0,5,0.0,0.01,0,Nacoes Shopping,NS
2025-12-24 00:00:00,AGE_18_24,2.87,0.0,321,0.09,2.66,11174,0.0,29.74,0,Nacoes Shopping,NS
2025-12-24 00:00:00,AGE_25_34,1.46,0.0,120,0.17,2.44,8241,0.0,20.11,0,Nacoes Shopping,NS
2025-12-24 00:00:00,AGE_35_44,3.23,0.0,131,0.08,2.73,4059,0.0,11.09,0,Nacoes Shopping,NS
2025-12-24 00:00:00,AGE_45_54,5.11,0.0,171,0.06,2.92,3345,0.0,9.77,0,Nacoes Shopping,NS
2025-12-24 00:00:00,AGE_55_100,3.4,0.0,123,0.08,2.55,3616,0.0,9.23,0,Nacoes Shopping,NS
2025-12-25 00:00:00,NONE,0.0,0.0,0,0.0,13.33,3,0.0,0.04,0,Nacoes Shopping,NS
2025-12-25 00:00:00,AGE_18_24,3.36,0.0,350,0.07,2.48,10431,0.0,25.85,0,Nacoes Shopping,NS
2025-12-25 00:00:00,AGE_25_34,1.54,0.0,124,0.14,2.23,8056,0.0,17.96,0,Nacoes Shopping,NS
2025-12-25 00:00:00,AGE_35_44,2.88,0.0,126,0.09,2.55,4379,0.0,11.15,0,Nacoes Shopping,NS
2025-12-25 00:00:00,AGE_45_54,6.51,0.0,243,0.05,3.23,3733,0.0,12.07,0,Nacoes Shopping,NS
2025-12-25 00:00:00,AGE_55_100,5.48,0.0,219,0.05,2.98,3998,0.0,11.92,0,Nacoes Shopping,NS
2025-12-26 00:00:00,NONE,11.11,0.0,1,0.05,5.56,9,0.0,0.05,0,Nacoes Shopping,NS
2025-12-26 00:00:00,AGE_18_24,3.34,0.0,377,0.07,2.4,11295,0.0,27.09,0,Nacoes Shopping,NS
2025-12-26 00:00:00,AGE_25_34,1.48,0.0,118,0.16,2.32,7979,0.0,18.54,0,Nacoes Shopping,NS
2025-12-26 00:00:00,AGE_35_44,3.72,0.0,154,0.07,2.43,4145,0.0,10.07,0,Nacoes Shopping,NS
2025-12-26 00:00:00,AGE_45_54,6.6,0.0,249,0.05,2.98,3771,0.0,11.23,0,Nacoes Shopping,NS
2025-12-26 00:00:00,AGE_55_100,3.09,0.0,109,0.07,2.22,3531,0.0,7.84,0,Nacoes Shopping,NS
2025-12-27 00:00:00,NONE,0.0,0.0,0,0.0,8.57,7,0.0,0.06,0,Nacoes Shopping,NS
2025-12-27 00:00:00,AGE_18_24,4.5,0.0,558,0.06,2.52,12413,0.0,31.34,0,Nacoes Shopping,NS
2025-12-27 00:00:00,AGE_25_34,2.24,0.0,184,0.11,2.4,8225,0.0,19.76,0,Nacoes Shopping,NS
2025-12-27 00:00:00,AGE_35_44,4.43,0.0,215,0.06,2.47,4855,0.0,12.0,0,Nacoes Shopping,NS
2025-12-27 00:00:00,AGE_45_54,7.78,0.0,356,0.04,3.11,4578,0.0,14.23,0,Nacoes Shopping,NS
2025-12-27 00:00:00,AGE_55_100,3.38,0.0,118,0.07,2.33,3495,0.0,8.13,0,Nacoes Shopping,NS
2025-12-28 00:00:00,NONE,0.0,0.0,0,0.0,5.88,17,0.0,0.1,0,Nacoes Shopping,NS
2025-12-28 00:00:00,AGE_18_24,5.29,0.0,611,0.05,2.58,11550,0.0,29.79,0,Nacoes Shopping,NS
2025-12-28 00:00:00,AGE_25_34,2.28,0.0,185,0.1,2.3,8124,0.0,18.69,0,Nacoes Shopping,NS
2025-12-28 00:00:00,AGE_35_44,4.21,0.0,195,0.06,2.4,4633,0.0,11.14,0,Nacoes Shopping,NS
2025-12-28 00:00:00,AGE_45_54,7.26,0.0,301,0.04,2.87,4145,0.0,11.88,0,Nacoes Shopping,NS
2025-12-28 00:00:00,AGE_55_100,6.48,0.0,235,0.05,3.17,3629,0.0,11.49,0,Nacoes Shopping,NS
2025-12-29 00:00:00,NONE,9.09,0.0,1,0.06,5.45,11,0.0,0.06,0,Nacoes Shopping,NS
2025-12-29 00:00:00,AGE_18_24,5.25,0.0,640,0.05,2.44,12186,0.0,29.69,0,Nacoes Shopping,NS
2025-12-29 00:00:00,AGE_25_34,2.1,0.0,179,0.1,2.11,8521,0.0,17.95,0,Nacoes Shopping,NS
2025-12-29 00:00:00,AGE_35_44,4.41,0.0,236,0.05,2.14,5357,0.0,11.47,0,Nacoes Shopping,NS
2025-12-29 00:00:00,AGE_45_54,9.17,0.0,382,0.03,2.96,4164,0.0,12.32,0,Nacoes Shopping,NS
2025-12-29 00:00:00,AGE_55_100,4.23,0.0,141,0.06,2.36,3337,0.0,7.88,0,Nacoes Shopping,NS
2025-12-30 00:00:00,NONE,0.0,0.0,0,0.0,1.25,8,0.0,0.01,0,Nacoes Shopping,NS
2025-12-30 00:00:00,AGE_18_24,5.34,0.0,560,0.04,2.33,10492,0.0,24.42,0,Nacoes Shopping,NS
2025-12-30 00:00:00,AGE_25_34,2.83,0.0,216,0.08,2.35,7623,0.0,17.92,0,Nacoes Shopping,NS
2025-12-30 00:00:00,AGE_35_44,5.18,0.0,241,0.04,2.23,4657,0.0,10.37,0,Nacoes Shopping,NS
2025-12-30 00:00:00,AGE_45_54,10.12,0.0,373,0.03,3.18,3684,0.0,11.7,0,Nacoes Shopping,NS
2025-12-30 00:00:00,AGE_55_100,8.25,0.0,244,0.04,3.11,2957,0.0,9.21,0,Nacoes Shopping,NS
2025-12-31 00:00:00,NONE,0.0,0.0,0,0.0,3.33,6,0.0,0.02,0,Nacoes Shopping,NS
2025-12-31 00:00:00,AGE_18_24,4.36,0.0,328,0.05,2.16,7520,0.0,16.27,0,Nacoes Shopping,NS
2025-12-31 00:00:00,AGE_25_34,2.8,0.0,185,0.07,2.09,6599,0.0,13.82,0,Nacoes Shopping,NS
2025-12-31 00:00:00,AGE_35_44,4.38,0.0,130,0.05,2.24,2969,0.0,6.65,0,Nacoes Shopping,NS
2025-12-31 00:00:00,AGE_45_54,13.43,0.0,306,0.03,3.54,2278,0.0,8.06,0,Nacoes Shopping,NS
2025-12-31 00:00:00,AGE_55_100,6.35,0.0,145,0.04,2.38,2282,0.0,5.44,0,Nacoes Shopping,NS
2026-01-01 00:00:00,NONE,0.0,0.0,0,0.0,0.0,7,0.0,0.0,0,Nacoes Shopping,NS
2026-01-01 00:00:00,AGE_18_24,16.67,0.0,2,0.0,0.0,12,0.0,0.0,0,Nacoes Shopping,NS
2026-01-01 00:00:00,AGE_25_34,7.69,0.0,1,0.0,0.0,13,0.0,0.0,0,Nacoes Shopping,NS
2026-01-01 00:00:00,AGE_35_44,0.0,0.0,0,0.0,0.0,7,0.0,0.0,0,Nacoes Shopping,NS
2026-01-01 00:00:00,AGE_45_54,11.11,0.0,1,0.0,0.0,9,0.0,0.0,0,Nacoes Shopping,NS
2026-01-01 00:00:00,AGE_55_100,0.0,0.0,0,0.0,0.0,6,0.0,0.0,0,Nacoes Shopping,NS
2026-01-02 00:00:00,NONE,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0,Nacoes Shopping,NS
2026-01-02 00:00:00,AGE_25_34,100.0,0.0,1,0.0,0.0,1,0.0,0.0,0,Nacoes Shopping,NS
2026-01-02 00:00:00,AGE_45_54,100.0,0.0,1,0.0,0.0,1,0.0,0.0,0,Nacoes Shopping,NS
2026-01-02 00:00:00,AGE_55_100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-03 00:00:00,NONE,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,Nacoes Shopping,NS
2026-01-03 00:00:00,AGE_25_34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-03 00:00:00,AGE_35_44,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-03 00:00:00,AGE_45_54,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,Nacoes Shopping,NS
2026-01-04 00:00:00,NONE,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0,Nacoes Shopping,NS
2026-01-04 00:00:00,AGE_18_24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-04 00:00:00,AGE_25_34,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,Nacoes Shopping,NS
2026-01-04 00:00:00,AGE_35_44,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,NONE,0.0,0.0,0,0.0,0.0,7,0.0,0.0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,AGE_18_24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,AGE_25_34,100.0,0.0,1,0.0,0.0,1,0.0,0.0,0,Nacoes Shopping,NS
2026-01-05 00:00:00,AGE_35_44,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-06 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-06 00:00:00,AGE_18_24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-06 00:00:00,AGE_25_34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-06 00:00:00,AGE_45_54,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,AGE_18_24,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,AGE_35_44,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,AGE_45_54,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-07 00:00:00,AGE_55_100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-08 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-08 00:00:00,AGE_25_34,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-08 00:00:00,AGE_55_100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-09 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-10 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-10 00:00:00,AGE_55_100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-11 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-11 00:00:00,AGE_18_24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-11 00:00:00,AGE_35_44,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-11 00:00:00,AGE_45_54,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-12 00:00:00,AGE_18_24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-12 00:00:00,AGE_55_100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-13 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-13 00:00:00,AGE_18_24,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-13 00:00:00,AGE_55_100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-14 00:00:00,NONE,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,Nacoes Shopping,NS
2026-01-14 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.17,3885,0.0,4.56,0,Nacoes Shopping,NS
2026-01-14 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.43,2534,0.0,3.62,0,Nacoes Shopping,NS
2026-01-14 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.47,1092,0.0,1.61,0,Nacoes Shopping,NS
2026-01-14 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.25,878,0.0,1.1,0,Nacoes Shopping,NS
2026-01-14 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.06,1024,0.0,1.09,0,Nacoes Shopping,NS
2026-01-15 00:00:00,NONE,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,Nacoes Shopping,NS
2026-01-15 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.68,8184,0.0,13.79,0,Nacoes Shopping,NS
2026-01-15 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.65,6206,0.0,10.21,0,Nacoes Shopping,NS
2026-01-15 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.74,2604,0.0,4.52,0,Nacoes Shopping,NS
2026-01-15 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.33,2113,0.0,2.8,0,Nacoes Shopping,NS
2026-01-15 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.4,2385,0.0,3.33,0,Nacoes Shopping,NS
2026-01-16 00:00:00,NONE,0.0,0.0,0,0.0,0.0,4,0.0,0.0,0,Nacoes Shopping,NS
2026-01-16 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.57,7824,0.0,12.31,0,Nacoes Shopping,NS
2026-01-16 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.74,5897,0.0,10.27,0,Nacoes Shopping,NS
2026-01-16 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.81,2485,0.0,4.51,0,Nacoes Shopping,NS
2026-01-16 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.61,1932,0.0,3.12,0,Nacoes Shopping,NS
2026-01-16 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.54,2245,0.0,3.45,0,Nacoes Shopping,NS
2026-01-17 00:00:00,NONE,0.0,0.0,0,0.0,1.82,11,0.0,0.02,0,Nacoes Shopping,NS
2026-01-17 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.52,7910,0.0,11.99,0,Nacoes Shopping,NS
2026-01-17 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.67,6134,0.0,10.26,0,Nacoes Shopping,NS
2026-01-17 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.76,2529,0.0,4.46,0,Nacoes Shopping,NS
2026-01-17 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.88,1859,0.0,3.49,0,Nacoes Shopping,NS
2026-01-17 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.7,2109,0.0,3.58,0,Nacoes Shopping,NS
2026-01-18 00:00:00,NONE,0.0,0.0,0,0.0,10.0,2,0.0,0.02,0,Nacoes Shopping,NS
2026-01-18 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.58,7791,0.0,12.28,0,Nacoes Shopping,NS
2026-01-18 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.8,6302,0.0,11.33,0,Nacoes Shopping,NS
2026-01-18 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.71,2660,0.0,4.55,0,Nacoes Shopping,NS
2026-01-18 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.41,1781,0.0,2.52,0,Nacoes Shopping,NS
2026-01-18 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.6,1729,0.0,2.76,0,Nacoes Shopping,NS
2026-01-19 00:00:00,NONE,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,Nacoes Shopping,NS
2026-01-19 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.76,6813,0.0,11.97,0,Nacoes Shopping,NS
2026-01-19 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.9,5611,0.0,10.65,0,Nacoes Shopping,NS
2026-01-19 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.94,2037,0.0,3.96,0,Nacoes Shopping,NS
2026-01-19 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.78,1388,0.0,2.47,0,Nacoes Shopping,NS
2026-01-19 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.67,1449,0.0,2.42,0,Nacoes Shopping,NS
2026-01-20 00:00:00,NONE,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,Nacoes Shopping,NS
2026-01-20 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.98,6036,0.0,11.93,0,Nacoes Shopping,NS
2026-01-20 00:00:00,AGE_25_34,0.0,0.0,0,0.0,2.18,4831,0.0,10.54,0,Nacoes Shopping,NS
2026-01-20 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.98,1728,0.0,3.42,0,Nacoes Shopping,NS
2026-01-20 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.8,1229,0.0,2.21,0,Nacoes Shopping,NS
2026-01-20 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.89,1315,0.0,2.49,0,Nacoes Shopping,NS
2026-01-21 00:00:00,NONE,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,Nacoes Shopping,NS
2026-01-21 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.66,7715,0.0,12.77,0,Nacoes Shopping,NS
2026-01-21 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.9,5677,0.0,10.8,0,Nacoes Shopping,NS
2026-01-21 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.95,2151,0.0,4.19,0,Nacoes Shopping,NS
2026-01-21 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.77,1668,0.0,2.96,0,Nacoes Shopping,NS
2026-01-21 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.65,1826,0.0,3.02,0,Nacoes Shopping,NS
2026-01-22 00:00:00,NONE,0.0,0.0,0,0.0,7.5,4,0.0,0.03,0,Nacoes Shopping,NS
2026-01-22 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.61,7744,0.0,12.46,0,Nacoes Shopping,NS
2026-01-22 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.67,5656,0.0,9.46,0,Nacoes Shopping,NS
2026-01-22 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.62,2296,0.0,3.72,0,Nacoes Shopping,NS
2026-01-22 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.61,1829,0.0,2.95,0,Nacoes Shopping,NS
2026-01-22 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.39,2064,0.0,2.87,0,Nacoes Shopping,NS
2026-01-23 00:00:00,NONE,0.0,0.0,0,0.0,3.33,12,0.0,0.04,0,Nacoes Shopping,NS
2026-01-23 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.62,7324,0.0,11.86,0,Nacoes Shopping,NS
2026-01-23 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.86,5205,0.0,9.7,0,Nacoes Shopping,NS
2026-01-23 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.59,2178,0.0,3.47,0,Nacoes Shopping,NS
2026-01-23 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.54,1575,0.0,2.43,0,Nacoes Shopping,NS
2026-01-23 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.46,1980,0.0,2.9,0,Nacoes Shopping,NS
2026-01-24 00:00:00,NONE,0.0,0.0,0,0.0,2.22,18,0.0,0.04,0,Nacoes Shopping,NS
2026-01-24 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.66,6887,0.0,11.44,0,Nacoes Shopping,NS
2026-01-24 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.81,5163,0.0,9.32,0,Nacoes Shopping,NS
2026-01-24 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.73,2243,0.0,3.89,0,Nacoes Shopping,NS
2026-01-24 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.83,1623,0.0,2.97,0,Nacoes Shopping,NS
2026-01-24 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.74,1797,0.0,3.12,0,Nacoes Shopping,NS
2026-01-25 00:00:00,NONE,0.0,0.0,0,0.0,1.67,18,0.0,0.03,0,Nacoes Shopping,NS
2026-01-25 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.44,6865,0.0,9.88,0,Nacoes Shopping,NS
2026-01-25 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.69,5572,0.0,9.39,0,Nacoes Shopping,NS
2026-01-25 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.62,2465,0.0,4.0,0,Nacoes Shopping,NS
2026-01-25 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.75,1690,0.0,2.95,0,Nacoes Shopping,NS
2026-01-25 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.51,1634,0.0,2.47,0,Nacoes Shopping,NS
2026-01-26 00:00:00,NONE,0.0,0.0,0,0.0,1.11,9,0.0,0.01,0,Nacoes Shopping,NS
2026-01-26 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.84,5594,0.0,10.32,0,Nacoes Shopping,NS
2026-01-26 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.96,4673,0.0,9.17,0,Nacoes Shopping,NS
2026-01-26 00:00:00,AGE_35_44,0.0,0.0,0,0.0,2.19,1867,0.0,4.09,0,Nacoes Shopping,NS
2026-01-26 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.91,1261,0.0,2.41,0,Nacoes Shopping,NS
2026-01-26 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.92,1284,0.0,2.46,0,Nacoes Shopping,NS
2026-01-27 00:00:00,NONE,0.0,0.0,0,0.0,0.91,22,0.0,0.02,0,Nacoes Shopping,NS
2026-01-27 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.71,6128,0.0,10.49,0,Nacoes Shopping,NS
2026-01-27 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.92,4309,0.0,8.26,0,Nacoes Shopping,NS
2026-01-27 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.96,1693,0.0,3.31,0,Nacoes Shopping,NS
2026-01-27 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.9,1206,0.0,2.29,0,Nacoes Shopping,NS
2026-01-27 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.35,1511,0.0,2.04,0,Nacoes Shopping,NS
2026-01-28 00:00:00,NONE,0.0,0.0,0,0.0,2.35,17,0.0,0.04,0,Nacoes Shopping,NS
2026-01-28 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.53,8047,0.0,12.29,0,Nacoes Shopping,NS
2026-01-28 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.57,5698,0.0,8.96,0,Nacoes Shopping,NS
2026-01-28 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.52,2310,0.0,3.51,0,Nacoes Shopping,NS
2026-01-28 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.6,1567,0.0,2.51,0,Nacoes Shopping,NS
2026-01-28 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.56,1844,0.0,2.87,0,Nacoes Shopping,NS
2026-01-29 00:00:00,NONE,0.0,0.0,0,0.0,3.04,23,0.0,0.07,0,Nacoes Shopping,NS
2026-01-29 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.63,12464,0.0,20.3,0,Nacoes Shopping,NS
2026-01-29 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.72,9522,0.0,16.34,0,Nacoes Shopping,NS
2026-01-29 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.66,3619,0.0,5.99,0,Nacoes Shopping,NS
2026-01-29 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.68,2732,0.0,4.58,0,Nacoes Shopping,NS
2026-01-29 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.54,3120,0.0,4.79,0,Nacoes Shopping,NS
2026-01-30 00:00:00,NONE,0.0,0.0,0,0.0,1.29,31,0.0,0.04,0,Nacoes Shopping,NS
2026-01-30 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.82,19532,0.0,35.6,0,Nacoes Shopping,NS
2026-01-30 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.98,16364,0.0,32.48,0,Nacoes Shopping,NS
2026-01-30 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.8,6598,0.0,11.88,0,Nacoes Shopping,NS
2026-01-30 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.81,4680,0.0,8.46,0,Nacoes Shopping,NS
2026-01-30 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.7,5175,0.0,8.82,0,Nacoes Shopping,NS
2026-01-31 00:00:00,NONE,0.0,0.0,0,0.0,1.89,53,0.0,0.1,0,Nacoes Shopping,NS
2026-01-31 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.94,17867,0.0,34.63,0,Nacoes Shopping,NS
2026-01-31 00:00:00,AGE_25_34,0.0,0.0,0,0.0,2.0,14801,0.0,29.6,0,Nacoes Shopping,NS
2026-01-31 00:00:00,AGE_35_44,0.0,0.0,0,0.0,1.92,6140,0.0,11.77,0,Nacoes Shopping,NS
2026-01-31 00:00:00,AGE_45_54,0.0,0.0,0,0.0,1.9,4228,0.0,8.04,0,Nacoes Shopping,NS
2026-01-31 00:00:00,AGE_55_100,0.0,0.0,0,0.0,1.69,4680,0.0,7.89,0,Nacoes Shopping,NS
2026-02-01 00:00:00,NONE,0.0,0.0,0,0.0,2.75,51,0.0,0.14,0,Nacoes Shopping,NS
2026-02-01 00:00:00,AGE_18_24,0.0,0.0,0,0.0,1.7,18103,0.0,30.86,0,Nacoes Shopping,NS
2026-02-01 00:00:00,AGE_25_34,0.0,0.0,0,0.0,1.71,16472,0.0,28.2,0,Nacoes Shopping,NS
