age,stat_time_day,conversion,cpc,ctr,conversion_rate,spend,clicks,cpm,impressions,cost_per_conversion,shopping,shopping_sigla
AGE_45_54,2026-02-05 00:00:00,0,0.0,0.0,0.0,6.38,0,1.85,3450,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-05 00:00:00,0,0.0,0.0,0.0,6.67,0,1.7,3933,0.0,Nacoes Shopping,NS
NONE,2026-02-06 00:00:00,0,0.0,0.0,0.0,0.1,0,1.96,51,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-06 00:00:00,0,0.0,0.0,0.0,28.33,0,1.65,17142,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-06 00:00:00,0,0.0,0.0,0.0,27.12,0,2.03,13365,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-06 00:00:00,0,0.0,0.0,0.0,10.34,0,1.95,5294,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-06 00:00:00,0,0.0,0.0,0.0,6.45,0,1.77,3638,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-06 00:00:00,0,0.0,0.0,0.0,6.98,0,1.66,4193,0.0,Nacoes Shopping,NS
NONE,2026-02-07 00:00:00,0,0.0,0.0,0.0,0.07,0,2.26,31,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-07 00:00:00,0,0.0,0.0,0.0,24.83,0,1.93,12846,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-07 00:00:00,0,0.0,0.0,0.0,19.18,0,2.0,9577,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-07 00:00:00,0,0.0,0.0,0.0,7.64,0,1.86,4111,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-07 00:00:00,0,0.0,0.0,0.0,5.27,0,1.79,2938,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-07 00:00:00,0,0.0,0.0,0.0,6.58,0,1.92,3425,0.0,Nacoes Shopping,NS
NONE,2026-02-08 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,13,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-08 00:00:00,0,0.0,0.0,0.0,11.23,0,1.84,6114,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-08 00:00:00,0,0.0,0.0,0.0,9.53,0,1.82,5223,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-08 00:00:00,0,0.0,0.0,0.0,4.38,0,1.92,2282,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-08 00:00:00,0,0.0,0.0,0.0,2.98,0,1.84,1617,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-08 00:00:00,0,0.0,0.0,0.0,3.31,0,1.96,1693,0.0,Nacoes Shopping,NS
NONE,2026-02-09 00:00:00,0,0.0,0.0,0.0,0.04,0,3.64,11,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-09 00:00:00,0,0.0,0.0,0.0,6.77,0,1.97,3445,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-09 00:00:00,0,0.0,0.0,0.0,5.85,0,2.13,2750,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-09 00:00:00,0,0.0,0.0,0.0,2.38,0,2.02,1181,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-09 00:00:00,0,0.0,0.0,0.0,1.66,0,2.11,786,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-09 00:00:00,0,0.0,0.0,0.0,1.75,0,1.87,936,0.0,Nacoes Shopping,NS
NONE,2026-02-10 00:00:00,0,0.0,0.0,0.0,0.02,0,1.82,11,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-10 00:00:00,0,0.0,0.0,0.0,8.04,0,1.67,4802,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-10 00:00:00,0,0.0,0.0,0.0,5.1,0,1.63,3120,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-10 00:00:00,0,0.0,0.0,0.0,2.49,0,1.68,1478,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-10 00:00:00,0,0.0,0.0,0.0,1.62,0,1.49,1086,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-10 00:00:00,0,0.0,0.0,0.0,2.31,0,1.65,1403,0.0,Nacoes Shopping,NS
NONE,2026-02-11 00:00:00,0,0.0,0.0,0.0,0.03,0,2.73,11,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-11 00:00:00,0,0.0,0.0,0.0,7.57,0,1.49,5066,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-11 00:00:00,0,0.0,0.0,0.0,5.12,0,1.63,3147,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-11 00:00:00,0,0.0,0.0,0.0,2.21,0,1.53,1446,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-11 00:00:00,0,0.0,0.0,0.0,1.73,0,1.56,1108,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-11 00:00:00,0,0.0,0.0,0.0,1.78,0,1.26,1410,0.0,Nacoes Shopping,NS
NONE,2026-02-12 00:00:00,0,0.0,0.0,0.0,0.02,0,2.86,7,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-12 00:00:00,0,0.0,0.0,0.0,7.2,0,1.58,4547,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-12 00:00:00,0,0.0,0.0,0.0,5.86,0,1.78,3289,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-12 00:00:00,0,0.0,0.0,0.0,2.07,0,1.56,1324,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-12 00:00:00,0,0.0,0.0,0.0,1.4,0,1.41,990,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-12 00:00:00,0,0.0,0.0,0.0,1.45,0,1.28,1129,0.0,Nacoes Shopping,NS
NONE,2026-02-13 00:00:00,0,0.0,0.0,0.0,0.02,0,1.67,12,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-13 00:00:00,0,0.0,0.0,0.0,6.76,0,1.71,3958,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-13 00:00:00,0,0.0,0.0,0.0,5.81,0,1.78,3260,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-13 00:00:00,0,0.0,0.0,0.0,2.28,0,1.61,1417,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-13 00:00:00,0,0.0,0.0,0.0,1.77,0,1.8,985,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-13 00:00:00,0,0.0,0.0,0.0,1.48,0,1.45,1019,0.0,Nacoes Shopping,NS
NONE,2026-02-14 00:00:00,0,0.0,0.0,0.0,0.01,0,1.67,6,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-14 00:00:00,0,0.0,0.0,0.0,6.54,0,1.8,3630,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-14 00:00:00,0,0.0,0.0,0.0,5.86,0,1.91,3065,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-14 00:00:00,0,0.0,0.0,0.0,2.39,0,1.59,1501,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-14 00:00:00,0,0.0,0.0,0.0,1.6,0,1.61,992,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-14 00:00:00,0,0.0,0.0,0.0,1.64,0,1.52,1077,0.0,Nacoes Shopping,NS
NONE,2026-02-15 00:00:00,0,0.0,0.0,0.0,0.01,0,1.43,7,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-15 00:00:00,0,0.0,0.0,0.0,5.69,0,1.81,3137,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-15 00:00:00,0,0.0,0.0,0.0,5.8,0,2.07,2806,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-15 00:00:00,0,0.0,0.0,0.0,2.11,0,1.63,1292,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-15 00:00:00,0,0.0,0.0,0.0,1.43,0,1.79,799,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-15 00:00:00,0,0.0,0.0,0.0,1.86,0,2.01,927,0.0,Nacoes Shopping,NS
NONE,2026-02-16 00:00:00,0,0.0,0.0,0.0,0.02,0,2.5,8,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-16 00:00:00,0,0.0,0.0,0.0,6.14,0,1.85,3324,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-16 00:00:00,0,0.0,0.0,0.0,5.0,0,2.0,2496,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-16 00:00:00,0,0.0,0.0,0.0,2.17,0,1.92,1129,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-16 00:00:00,0,0.0,0.0,0.0,1.45,0,1.92,756,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-16 00:00:00,0,0.0,0.0,0.0,1.49,0,1.68,885,0.0,Nacoes Shopping,NS
NONE,2026-02-17 00:00:00,0,0.0,0.0,0.0,0.03,0,2.5,12,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-17 00:00:00,0,0.0,0.0,0.0,6.4,0,1.42,4493,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-17 00:00:00,0,0.0,0.0,0.0,4.89,0,1.62,3010,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-17 00:00:00,0,0.0,0.0,0.0,2.18,0,1.44,1516,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-17 00:00:00,0,0.0,0.0,0.0,1.79,0,1.58,1135,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-17 00:00:00,0,0.0,0.0,0.0,1.95,0,1.43,1368,0.0,Nacoes Shopping,NS
NONE,2026-02-18 00:00:00,0,0.0,0.0,0.0,0.01,0,1.43,7,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-18 00:00:00,0,0.0,0.0,0.0,6.54,0,1.46,4478,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-18 00:00:00,0,0.0,0.0,0.0,4.6,0,1.53,3008,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-18 00:00:00,0,0.0,0.0,0.0,1.99,0,1.34,1480,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-18 00:00:00,0,0.0,0.0,0.0,1.27,0,1.12,1139,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-18 00:00:00,0,0.0,0.0,0.0,1.43,0,1.1,1305,0.0,Nacoes Shopping,NS
NONE,2026-02-19 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,10,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-19 00:00:00,0,0.0,0.0,0.0,6.14,0,1.59,3867,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-19 00:00:00,0,0.0,0.0,0.0,4.6,0,1.68,2746,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-19 00:00:00,0,0.0,0.0,0.0,1.84,0,1.35,1368,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-19 00:00:00,0,0.0,0.0,0.0,1.45,0,1.4,1037,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-19 00:00:00,0,0.0,0.0,0.0,1.51,0,1.34,1131,0.0,Nacoes Shopping,NS
NONE,2026-02-20 00:00:00,0,0.0,0.0,0.0,0.01,0,1.67,6,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-20 00:00:00,0,0.0,0.0,0.0,5.74,0,1.79,3210,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-20 00:00:00,0,0.0,0.0,0.0,4.66,0,1.82,2558,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-20 00:00:00,0,0.0,0.0,0.0,2.08,0,1.63,1275,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-20 00:00:00,0,0.0,0.0,0.0,1.22,0,1.34,908,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-20 00:00:00,0,0.0,0.0,0.0,1.44,0,1.41,1024,0.0,Nacoes Shopping,NS
NONE,2026-02-21 00:00:00,0,0.0,0.0,0.0,0.01,0,1.67,6,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-21 00:00:00,0,0.0,0.0,0.0,5.64,0,1.9,2971,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-21 00:00:00,0,0.0,0.0,0.0,4.74,0,1.78,2663,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-21 00:00:00,0,0.0,0.0,0.0,1.99,0,1.63,1223,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-21 00:00:00,0,0.0,0.0,0.0,1.19,0,1.46,817,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-21 00:00:00,0,0.0,0.0,0.0,1.04,0,1.3,799,0.0,Nacoes Shopping,NS
NONE,2026-02-22 00:00:00,0,0.0,0.0,0.0,0.01,0,1.25,8,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-22 00:00:00,0,0.0,0.0,0.0,4.63,0,1.76,2637,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-22 00:00:00,0,0.0,0.0,0.0,4.52,0,1.85,2445,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-22 00:00:00,0,0.0,0.0,0.0,1.55,0,1.56,995,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-22 00:00:00,0,0.0,0.0,0.0,1.26,0,1.55,815,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-22 00:00:00,0,0.0,0.0,0.0,1.28,0,1.6,799,0.0,Nacoes Shopping,NS
NONE,2026-02-23 00:00:00,0,0.0,0.0,0.0,0.01,0,2.5,4,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-23 00:00:00,0,0.0,0.0,0.0,5.02,0,2.42,2072,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-23 00:00:00,0,0.0,0.0,0.0,3.51,0,2.04,1723,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-23 00:00:00,0,0.0,0.0,0.0,1.63,0,2.14,763,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-23 00:00:00,0,0.0,0.0,0.0,0.88,0,1.63,541,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-23 00:00:00,0,0.0,0.0,0.0,0.99,0,1.81,547,0.0,Nacoes Shopping,NS
NONE,2026-02-24 00:00:00,0,0.0,0.0,0.0,0.02,0,2.86,7,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-24 00:00:00,0,0.0,0.0,0.0,4.35,0,1.7,2561,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-24 00:00:00,0,0.0,0.0,0.0,2.6,0,1.51,1718,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-24 00:00:00,0,0.0,0.0,0.0,1.43,0,1.75,816,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-24 00:00:00,0,0.0,0.0,0.0,1.27,0,1.7,746,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-24 00:00:00,0,0.0,0.0,0.0,1.71,0,1.67,1021,0.0,Nacoes Shopping,NS
NONE,2026-02-25 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-02-25 00:00:00,0,0.0,0.0,0.0,1.14,0,1.54,740,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-25 00:00:00,0,0.0,0.0,0.0,0.81,0,1.69,480,0.0,Nacoes Shopping,NS
AGE_35_44,2026-02-25 00:00:00,0,0.0,0.0,0.0,0.39,0,1.71,228,0.0,Nacoes Shopping,NS
AGE_45_54,2026-02-25 00:00:00,0,0.0,0.0,0.0,0.3,0,1.63,184,0.0,Nacoes Shopping,NS
AGE_55_100,2026-02-25 00:00:00,0,0.0,0.0,0.0,0.61,0,1.48,412,0.0,Nacoes Shopping,NS
NONE,2026-02-27 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-02-27 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-03-02 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-03-03 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-03-04 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-03-05 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-03-06 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-03-06 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-03-09 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-03-12 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-03-22 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-03-28 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-04-01 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-04-02 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-04-09 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-04-30 00:00:00,0,0.0,0.0,0.0,0.01,0,1.25,8,0.0,Nacoes Shopping,NS
AGE_18_24,2026-04-30 00:00:00,0,0.07,3.84,0.0,15.51,230,2.59,5990,0.0,Nacoes Shopping,NS
AGE_25_34,2026-04-30 00:00:00,0,0.09,2.54,0.0,7.71,87,2.25,3424,0.0,Nacoes Shopping,NS
AGE_35_44,2026-04-30 00:00:00,0,0.06,4.05,0.0,5.33,93,2.32,2295,0.0,Nacoes Shopping,NS
AGE_45_54,2026-04-30 00:00:00,0,0.05,6.38,0.0,5.78,124,2.97,1944,0.0,Nacoes Shopping,NS
AGE_55_100,2026-04-30 00:00:00,0,0.05,4.19,0.0,5.16,97,2.23,2317,0.0,Nacoes Shopping,NS
NONE,2026-05-01 00:00:00,0,0.04,5.0,0.0,0.04,1,2.0,20,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-01 00:00:00,0,0.05,4.65,0.0,34.19,688,2.31,14797,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-01 00:00:00,0,0.07,3.5,0.0,23.9,361,2.32,10301,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-01 00:00:00,0,0.04,7.27,0.0,17.94,469,2.78,6452,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-01 00:00:00,0,0.04,6.72,0.0,13.45,356,2.54,5297,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-01 00:00:00,0,0.04,6.59,0.0,13.89,391,2.34,5936,0.0,Nacoes Shopping,NS
NONE,2026-05-02 00:00:00,0,0.07,4.0,0.0,0.07,1,2.8,25,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-02 00:00:00,0,0.05,5.14,0.0,34.95,705,2.55,13710,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-02 00:00:00,0,0.06,4.44,0.0,25.13,439,2.54,9887,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-02 00:00:00,0,0.05,5.38,0.0,15.69,320,2.64,5951,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-02 00:00:00,0,0.04,6.47,0.0,12.35,312,2.56,4823,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-02 00:00:00,0,0.03,8.61,0.0,14.38,435,2.84,5055,0.0,Nacoes Shopping,NS
NONE,2026-05-03 00:00:00,0,0.03,5.56,0.0,0.03,1,1.67,18,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-03 00:00:00,0,0.04,6.21,0.0,34.51,885,2.42,14250,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-03 00:00:00,0,0.04,6.04,0.0,28.47,652,2.64,10799,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-03 00:00:00,0,0.04,5.85,0.0,15.49,391,2.32,6680,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-03 00:00:00,0,0.03,7.36,0.0,11.1,338,2.42,4593,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-03 00:00:00,0,0.03,9.09,0.0,11.31,451,2.28,4961,0.0,Nacoes Shopping,NS
NONE,2026-05-04 00:00:00,0,0.0,0.0,0.0,0.03,0,1.36,22,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-04 00:00:00,0,0.05,5.04,0.0,15.61,292,2.69,5794,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-04 00:00:00,0,0.06,4.97,0.0,14.1,219,3.2,4409,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-04 00:00:00,0,0.05,6.46,0.0,7.89,155,3.29,2401,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-04 00:00:00,0,0.04,7.29,0.0,5.15,132,2.85,1810,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-04 00:00:00,0,0.03,8.68,0.0,7.06,215,2.85,2478,0.0,Nacoes Shopping,NS
NONE,2026-05-05 00:00:00,0,0.0,0.0,0.0,0.01,0,0.63,16,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-05 00:00:00,0,0.46,0.42,0.0,6.97,15,1.95,3575,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-05 00:00:00,0,0.74,0.24,0.0,5.91,8,1.78,3314,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-05 00:00:00,0,0.39,0.46,0.0,3.49,9,1.77,1974,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-05 00:00:00,0,0.66,0.27,0.0,2.62,4,1.76,1491,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-05 00:00:00,0,0.42,0.38,0.0,2.51,6,1.6,1569,0.0,Nacoes Shopping,NS
NONE,2026-05-06 00:00:00,0,0.0,0.0,0.0,0.06,0,2.0,30,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-06 00:00:00,0,0.09,3.17,0.0,29.04,340,2.7,10742,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-06 00:00:00,0,0.1,2.92,0.0,24.33,254,2.8,8698,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-06 00:00:00,0,0.09,2.69,0.0,12.34,133,2.49,4953,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-06 00:00:00,0,0.06,5.04,0.0,11.82,209,2.85,4148,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-06 00:00:00,0,0.06,4.26,0.0,12.37,210,2.51,4926,0.0,Nacoes Shopping,NS
NONE,2026-05-07 00:00:00,0,0.0,0.0,0.0,0.08,0,1.86,43,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-07 00:00:00,0,0.05,5.72,0.0,46.17,867,3.04,15170,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-07 00:00:00,0,0.07,4.02,0.0,29.35,393,3.0,9774,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-07 00:00:00,0,0.05,5.73,0.0,18.36,343,3.07,5981,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-07 00:00:00,0,0.05,6.13,0.0,16.26,343,2.91,5597,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-07 00:00:00,0,0.04,6.85,0.0,18.59,432,2.95,6310,0.0,Nacoes Shopping,NS
NONE,2026-05-08 00:00:00,0,0.17,2.22,0.0,0.17,1,3.78,45,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-08 00:00:00,0,0.05,5.62,0.0,40.44,795,2.86,14143,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-08 00:00:00,0,0.07,3.97,0.0,25.78,374,2.74,9422,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-08 00:00:00,0,0.05,6.06,0.0,16.81,336,3.03,5540,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-08 00:00:00,0,0.04,8.35,0.0,16.83,428,3.28,5125,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-08 00:00:00,0,0.03,9.44,0.0,17.13,518,3.12,5487,0.0,Nacoes Shopping,NS
NONE,2026-05-09 00:00:00,0,0.0,0.0,0.0,0.08,0,2.05,39,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-09 00:00:00,0,0.04,6.73,0.0,37.65,859,2.95,12755,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-09 00:00:00,0,0.07,4.23,0.0,24.37,361,2.85,8538,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-09 00:00:00,0,0.05,6.35,0.0,15.28,339,2.86,5335,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-09 00:00:00,0,0.04,7.94,0.0,14.38,372,3.07,4684,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-09 00:00:00,0,0.03,9.44,0.0,17.03,518,3.1,5486,0.0,Nacoes Shopping,NS
NONE,2026-05-10 00:00:00,0,0.0,0.0,0.0,0.16,0,3.02,53,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-10 00:00:00,0,0.04,6.15,0.0,31.86,715,2.74,11624,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-10 00:00:00,0,0.06,4.38,0.0,23.52,386,2.67,8820,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-10 00:00:00,0,0.05,5.65,0.0,15.25,299,2.88,5293,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-10 00:00:00,0,0.03,8.61,0.0,14.9,428,3.0,4972,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-10 00:00:00,0,0.04,6.45,0.0,11.67,324,2.32,5021,0.0,Nacoes Shopping,NS
NONE,2026-05-11 00:00:00,0,0.0,0.0,0.0,0.04,0,2.22,18,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-11 00:00:00,0,0.05,4.87,0.0,12.18,223,2.66,4581,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-11 00:00:00,0,0.09,3.2,0.0,9.98,114,2.8,3560,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-11 00:00:00,0,0.08,3.69,0.0,6.01,78,2.84,2116,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-11 00:00:00,0,0.04,7.88,0.0,6.06,153,3.12,1942,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-11 00:00:00,0,0.04,7.56,0.0,5.91,155,2.88,2049,0.0,Nacoes Shopping,NS
NONE,2026-05-12 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-12 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-12 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-12 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-12 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-12 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-13 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-13 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-13 00:00:00,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,Nacoes Shopping,NS
