campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
[ALC] Black Friday Jóias,120235998038130087,OUTCOME_AWARENESS,2025-11-10,6354,0,0.0,15,0.236072,0.672667,1.587976,10.09,9.0,0,1.121111,1.0,0,10.09,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,58.0,0,0.173966,3.0,0,0,58.0,0,0.173966,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,01:00:00 - 01:59:59,CS
[ALC] Black Friday Inst.,120236147694890087,OUTCOME_AWARENESS,2025-11-10,11147,0,0.0,14,0.125594,1.380714,1.734099,19.33,11.0,0,1.757273,1.0,0,19.33,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,315.0,0,0.061365,0.0,0,0,315.0,0,0.061365,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,01:00:00 - 01:59:59,CS
[ENG] Post Foto Papai Noel,120236148415870087,OUTCOME_ENGAGEMENT,2025-11-10,939,0,0.0,17,1.810437,0.280588,5.079872,4.77,1.0,0,4.77,1.0,0,4.77,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,355.0,0,0.013437,17.0,0,0,355.0,0,0.013437,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[ENG] Decoração de Natal,120236148469040087,OUTCOME_ENGAGEMENT,2025-11-10,669,0,0.0,20,2.989537,0.118,3.527653,2.36,2.0,0,1.18,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,217.0,0,0.010876,6.0,0,0,217.0,0,0.010876,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
[ALC] Vídeo Promo Natal 25 Sara,120236328658450087,OUTCOME_AWARENESS,2025-11-10,1087,0,0.0,3,0.275989,0.613333,1.692732,1.84,2.0,0,0.92,1.0,0,1.84,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43.0,0,0.042791,1.0,0,0,43.0,0,0.042791,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
[ENG] Encontro Pet,120236405335330087,OUTCOME_ENGAGEMENT,2025-11-10,237,0,0.0,7,2.953587,0.471429,13.924051,3.3,1.0,0,3.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28.0,0,0.117857,23.0,0,0,28.0,0,0.117857,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[TFG] Narbona - Jazz,120236413078750087,LINK_CLICKS,2025-11-10,279,0,0.0,5,1.792115,0.512,9.175627,2.56,1.0,0,2.56,1.0,0,2.56,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,2.56,0.0,0,0,1.0,0,2.56,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[ALC] Horário Black,120236465660000087,OUTCOME_AWARENESS,2025-11-10,1757,0,0.0,3,0.170746,1.336667,2.282299,4.01,2.0,0,2.005,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,2.005,0.0,0,0,2.0,0,2.005,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
[ALC] Eventos de Natal,120236497340300087,OUTCOME_AWARENESS,2025-11-10,2620,0,0.0,6,0.229008,0.943333,2.160305,5.66,3.0,0,1.886667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.514545,1.0,0,0,11.0,0,0.514545,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-01,30425,0,0.0,46,0.151191,0.929565,1.405423,42.76,28.0,0,1.527143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1080.0,0,0.039593,3.0,0,0,1080.0,0,0.039593,0,0,0,0.0,0,0,0.0,0,0,,,,28.0,01:00:00 - 01:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-01,5345,0,0.0,153,2.862488,0.292941,8.385407,44.82,108.0,0,0.415,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,811.0,0,0.055265,9.0,0,0,812.0,0,0.055197,0,0,0,0.0,0,0,0.0,0,0,,,,107.0,01:00:00 - 01:59:59,CS
[ALC] Agenda de Natal,120236907935260087,OUTCOME_AWARENESS,2025-12-01,4774,0,0.0,7,0.146628,1.267143,1.857981,8.87,4.0,0,2.2175,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,1.774,1.0,0,0,5.0,0,1.774,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-01,14751,0,0.0,31,0.210155,0.639355,1.343638,19.82,19.0,0,1.043158,4.0,0,4.955,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,877.0,0,0.0226,3.0,0,0,877.0,0,0.0226,0,0,0,0.0,0,0,0.0,0,0,,,,19.0,01:00:00 - 01:59:59,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-01,16401,0,0.0,27,0.164624,0.727037,1.196878,19.63,21.0,0,0.934762,5.0,0,3.926,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,0,0.934762,0.0,0,0,21.0,0,0.934762,0,0,0,0.0,0,0,0.0,0,0,,,,16.0,01:00:00 - 01:59:59,CS
TFG - Story Horário Dezembro,120237500542310087,LINK_CLICKS,2025-12-01,2544,0,0.0,159,6.25,0.046415,2.900943,7.38,149.0,0,0.04953,25.0,0,0.2952,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,155.0,0,0.047613,5.0,0,0,155.0,0,0.047613,0,0,0,0.0,0,0,0.0,0,0,,,,149.0,01:00:00 - 01:59:59,CS
[ALC] Homem do Sapato - feed,120237652019840087,OUTCOME_AWARENESS,2025-12-01,5631,0,0.0,14,0.248624,0.494286,1.228911,6.92,12.0,0,0.576667,1.0,0,6.92,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.494286,2.0,0,0,14.0,0,0.494286,0,0,0,0.0,0,0,0.0,0,0,,,,12.0,01:00:00 - 01:59:59,CS
[ALC] Homem do Sapato - Reels,120237652925190087,OUTCOME_AWARENESS,2025-12-01,11412,0,0.0,8,0.070102,1.75875,1.232913,14.07,8.0,0,1.75875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,532.0,0,0.026447,2.0,0,0,532.0,0,0.026447,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,01:00:00 - 01:59:59,CS
[ALC] Horário dezembro 02,120237943844790087,OUTCOME_AWARENESS,2025-12-01,7992,0,0.0,13,0.162663,0.637692,1.037287,8.29,6.0,0,1.381667,1.0,0,8.29,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,1.184286,1.0,0,0,7.0,0,1.184286,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,01:00:00 - 01:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2026-01-01,20505,0,0.0,27,0.131675,0.621481,0.818337,16.78,19.0,0,0.883158,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,845.0,0,0.019858,3.0,0,0,845.0,0,0.019858,0,0,0,0.0,0,0,0.0,0,0,,,,19.0,01:00:00 - 01:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2026-01-01,1290,0,0.0,30,2.325581,0.269333,6.263566,8.08,22.0,0,0.367273,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,239.0,0,0.033808,0.0,0,0,239.0,0,0.033808,0,0,0,0.0,0,0,0.0,0,0,,,,22.0,01:00:00 - 01:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-01-01,19712,0,0.0,25,0.126826,0.8244,1.045556,20.61,19.0,0,1.084737,2.0,0,10.305,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1010.0,0,0.020406,5.0,0,0,1010.0,0,0.020406,0,0,0,0.0,0,0,0.0,0,0,,,,19.0,01:00:00 - 01:59:59,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-01-01,15698,0,0.0,33,0.210218,0.55,1.156198,18.15,12.0,0,1.5125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,468.0,0,0.038782,6.0,0,0,468.0,0,0.038782,0,0,0,0.0,0,0,0.0,0,0,,,,12.0,01:00:00 - 01:59:59,CS
[ALC] Aniversário Capitu,120238793338590087,OUTCOME_AWARENESS,2026-01-01,7740,0,0.0,16,0.206718,0.5175,1.069767,8.28,9.0,0,0.92,1.0,0,8.28,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.828,0.0,0,0,10.0,0,0.828,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,01:00:00 - 01:59:59,CS
ALC - LIQUIDA,120238798195590087,OUTCOME_AWARENESS,2026-01-01,24751,0,0.0,37,0.149489,0.982432,1.468628,36.35,31.0,0,1.172581,5.0,0,7.27,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,556.0,0,0.065378,0.0,0,0,556.0,0,0.065378,0,0,0,0.0,0,0,0.0,0,0,,,,31.0,01:00:00 - 01:59:59,CS
[ALC] Novas Lojas - Vídeo Elisa,120238977169450087,OUTCOME_AWARENESS,2026-01-01,9369,0,0.0,11,0.117408,1.05,1.232789,11.55,9.0,0,1.283333,3.0,0,3.85,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,379.0,0,0.030475,3.0,0,0,379.0,0,0.030475,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,01:00:00 - 01:59:59,CS
[ALC] Video Argentinos,120238977290500087,OUTCOME_AWARENESS,2026-01-01,9743,0,0.0,6,0.061583,1.771667,1.09104,10.63,4.0,0,2.6575,1.0,0,10.63,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,461.0,0,0.023059,2.0,0,0,461.0,0,0.023059,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
[ALC] Nike 20% OFF - 26/01,120238977576680087,OUTCOME_AWARENESS,2026-01-01,6814,0,0.0,6,0.088054,1.176667,1.036102,7.06,4.0,0,1.765,1.0,0,7.06,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,173.0,0,0.040809,0.0,0,0,173.0,0,0.040809,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
[ALC] Volta às aulas,120239008937960087,OUTCOME_AWARENESS,2026-01-01,4282,0,0.0,3,0.070061,1.75,1.226063,5.25,3.0,0,1.75,2.0,0,2.625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,1.75,0.0,0,0,3.0,0,1.75,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
[ALC] Capivalley vídeo,120239017203610087,OUTCOME_AWARENESS,2026-01-01,8157,0,0.0,23,0.281966,0.397391,1.12051,9.14,8.0,0,1.1425,2.0,0,4.57,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,477.0,0,0.019161,1.0,0,0,477.0,0,0.019161,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,01:00:00 - 01:59:59,CS
[ALC] - Video Capivalley 2,120239017296950087,OUTCOME_AWARENESS,2026-01-01,7716,0,0.0,39,0.505443,0.243077,1.228616,9.48,1.0,0,9.48,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,696.0,0,0.013621,3.0,0,0,696.0,0,0.013621,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
[ALC] Usaflex liquida,120239017471460087,OUTCOME_AWARENESS,2026-01-01,5825,0,0.0,9,0.154506,0.773333,1.19485,6.96,8.0,0,0.87,1.0,0,6.96,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.773333,0.0,0,0,9.0,0,0.773333,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,01:00:00 - 01:59:59,CS
[ALC] Homem do Sapato - promoção,120239017891420087,OUTCOME_AWARENESS,2026-01-01,8861,0,0.0,6,0.067712,1.875,1.269608,11.25,4.0,0,2.8125,2.0,0,5.625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,2.8125,0.0,0,0,4.0,0,2.8125,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-01,5935,0,0.0,4,0.067397,1.7725,1.194608,7.09,1.0,0,7.09,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,267.0,0,0.026554,0.0,0,0,267.0,0,0.026554,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,01:00:00 - 01:59:59,CS
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-01,6765,0,0.0,21,0.310421,0.351905,1.092387,7.39,3.0,0,2.463333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,397.0,0,0.018615,2.0,0,0,397.0,0,0.018615,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
[ALC] Novas Lojas - Vídeo Elisa,120238977169450087,OUTCOME_AWARENESS,2026-02-01,6525,0,0.0,13,0.199234,0.580769,1.157088,7.55,7.0,0,1.078571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,194.0,0,0.038918,3.0,0,0,194.0,0,0.038918,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,01:00:00 - 01:59:59,CS
[ALC] Video Argentinos,120238977290500087,OUTCOME_AWARENESS,2026-02-01,8958,0,0.0,7,0.078142,1.282857,1.002456,8.98,3.0,0,2.993333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,394.0,0,0.022792,0.0,0,0,394.0,0,0.022792,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,01:00:00 - 01:59:59,CS
[ALC] Volta às aulas,120239008937960087,OUTCOME_AWARENESS,2026-02-01,2772,0,0.0,0,0.0,0.0,1.197691,3.32,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-01,3044,0,0.0,6,0.197109,0.588333,1.159658,3.53,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,217.0,0,0.016267,3.0,0,0,217.0,0,0.016267,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,01:00:00 - 01:59:59,CS
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-01,3393,0,0.0,7,0.206307,0.618571,1.276157,4.33,4.0,0,1.0825,1.0,0,4.33,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.0825,0.0,0,0,4.0,0,1.0825,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,01:00:00 - 01:59:59,CS
[ALC] Bazar anacapri,120239563051420087,OUTCOME_AWARENESS,2026-02-01,2207,0,0.0,2,0.090621,1.355,1.227911,2.71,2.0,0,1.355,1.0,0,2.71,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,1.355,0.0,0,0,2.0,0,1.355,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,01:00:00 - 01:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-11-10,3835,0,0.0,3,0.078227,2.173333,1.70013,6.52,3.0,0,2.173333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,0,0.434667,0.0,0,0,15.0,0,0.434667,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,02:00:00 - 02:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-11-10,1695,0,0.0,22,1.297935,0.29,3.764012,6.38,16.0,0,0.39875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,72.0,0,0.088611,0.0,0,0,72.0,0,0.088611,0,0,0,0.0,0,0,0.0,0,0,,,,16.0,02:00:00 - 02:59:59,CS
[ALC] Pandora Black Friday,120235312805230087,OUTCOME_AWARENESS,2025-11-10,242,0,0.0,0,0.0,0.0,1.528926,0.37,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,0.052857,0.0,0,0,7.0,0,0.052857,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,02:00:00 - 02:59:59,CS
[ALC] Promo Nike 30% OFF Nov,120235313060850087,OUTCOME_AWARENESS,2025-11-10,236,0,0.0,0,0.0,0.0,1.440678,0.34,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.0425,0.0,0,0,8.0,0,0.0425,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,02:00:00 - 02:59:59,CS
[ALC] Curso de Gestantes Nov.,120235518802250087,OUTCOME_AWARENESS,2025-11-10,2176,0,0.0,4,0.183824,0.8975,1.649816,3.59,4.0,0,0.8975,1.0,0,3.59,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.8975,0.0,0,0,4.0,0,0.8975,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,02:00:00 - 02:59:59,CS
[BF] ALC Riachuelo,120235701472890087,OUTCOME_AWARENESS,2025-11-10,875,0,0.0,0,0.0,0.0,1.76,1.54,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,02:00:00 - 02:59:59,CS
[BF] ALC Adcos,120235701675980087,OUTCOME_AWARENESS,2025-11-10,1714,0,0.0,4,0.233372,0.73,1.703617,2.92,3.0,0,0.973333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.973333,0.0,0,0,3.0,0,0.973333,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,02:00:00 - 02:59:59,CS
[BF] ALC Nike,120235703048250087,OUTCOME_AWARENESS,2025-11-10,1147,0,0.0,6,0.523104,0.306667,1.604185,1.84,2.0,0,0.92,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.46,2.0,0,0,4.0,0,0.46,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,02:00:00 - 02:59:59,CS
[BF] Outlet Aniversário,120235703488080087,OUTCOME_AWARENESS,2025-11-10,902,0,0.0,0,0.0,0.0,1.796009,1.62,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,36.0,0,0.045,1.0,0,0,36.0,0,0.045,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,02:00:00 - 02:59:59,CS
[BF] Outlet Aniversário - 2,120235703619910087,OUTCOME_AWARENESS,2025-11-10,1032,0,0.0,2,0.193798,0.94,1.821705,1.88,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,1.88,0.0,0,0,1.0,0,1.88,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,02:00:00 - 02:59:59,CS
[ALC] Black Friday Gastronomia,120235997770420087,OUTCOME_AWARENESS,2025-11-10,3477,0,0.0,10,0.287604,0.58,1.668105,5.8,4.0,0,1.45,1.0,0,5.8,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.966667,0.0,0,0,6.0,0,0.966667,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,02:00:00 - 02:59:59,CS
[ALC] Black Friday Jóias,120235998038130087,OUTCOME_AWARENESS,2025-11-10,3501,0,0.0,3,0.08569,1.78,1.525278,5.34,2.0,0,2.67,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,0.242727,1.0,0,0,22.0,0,0.242727,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,02:00:00 - 02:59:59,CS
[ALC] Black Friday Inst.,120236147694890087,OUTCOME_AWARENESS,2025-11-10,6196,0,0.0,11,0.177534,0.991818,1.760813,10.91,7.0,0,1.558571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,197.0,0,0.055381,1.0,0,0,197.0,0,0.055381,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,02:00:00 - 02:59:59,CS
[ENG] Post Foto Papai Noel,120236148415870087,OUTCOME_ENGAGEMENT,2025-11-10,729,0,0.0,6,0.823045,0.601667,4.951989,3.61,1.0,0,3.61,1.0,0,3.61,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,282.0,0,0.012801,2.0,0,0,282.0,0,0.012801,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,02:00:00 - 02:59:59,CS
[ENG] Decoração de Natal,120236148469040087,OUTCOME_ENGAGEMENT,2025-11-10,386,0,0.0,8,2.072539,0.18125,3.756477,1.45,2.0,0,0.725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,140.0,0,0.010357,2.0,0,0,140.0,0,0.010357,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,02:00:00 - 02:59:59,CS
[ALC] Vídeo Promo Natal 25 Sara,120236328658450087,OUTCOME_AWARENESS,2025-11-10,478,0,0.0,0,0.0,0.0,1.841004,0.88,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,0.048889,0.0,0,0,18.0,0,0.048889,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,02:00:00 - 02:59:59,CS
[ENG] Encontro Pet,120236405335330087,OUTCOME_ENGAGEMENT,2025-11-10,145,0,0.0,4,2.758621,0.625,17.241379,2.5,1.0,0,2.5,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.178571,12.0,0,0,14.0,0,0.178571,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,02:00:00 - 02:59:59,CS
[TFG] Narbona - Jazz,120236413078750087,LINK_CLICKS,2025-11-10,124,0,0.0,7,5.645161,0.175714,9.919355,1.23,5.0,0,0.246,4.0,0,0.3075,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.246,0.0,0,0,5.0,0,0.246,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,02:00:00 - 02:59:59,CS
[ALC] Horário Black,120236465660000087,OUTCOME_AWARENESS,2025-11-10,1129,0,0.0,2,0.177148,1.3,2.302923,2.6,1.0,0,2.6,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,2.6,0.0,0,0,1.0,0,2.6,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,02:00:00 - 02:59:59,CS
[ALC] Eventos de Natal,120236497340300087,OUTCOME_AWARENESS,2025-11-10,1365,0,0.0,2,0.14652,1.515,2.21978,3.03,2.0,0,1.515,1.0,0,3.03,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.7575,0.0,0,0,4.0,0,0.7575,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,02:00:00 - 02:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-12-01,18775,0,0.0,30,0.159787,0.860667,1.375233,25.82,21.0,0,1.229524,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,638.0,0,0.04047,2.0,0,0,638.0,0,0.04047,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,02:00:00 - 02:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-12-01,3536,0,0.0,89,2.516968,0.340674,8.574661,30.32,66.0,0,0.459394,1.0,0,30.32,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,538.0,0,0.056357,5.0,0,0,538.0,0,0.056357,0,0,0,0.0,0,0,0.0,0,0,,,,66.0,02:00:00 - 02:59:59,CS
[ALC] Agenda de Natal,120236907935260087,OUTCOME_AWARENESS,2025-12-01,2882,0,0.0,3,0.104094,1.776667,1.84941,5.33,1.0,0,5.33,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,2.665,1.0,0,0,2.0,0,2.665,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,02:00:00 - 02:59:59,CS
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2025-12-01,10961,0,0.0,22,0.200712,0.635,1.274519,13.97,17.0,0,0.821765,2.0,0,6.985,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,668.0,0,0.020913,4.0,0,0,668.0,0,0.020913,0,0,0,0.0,0,0,0.0,0,0,,,,17.0,02:00:00 - 02:59:59,CS
ALC - Horário final de ano,120237500254090087,OUTCOME_AWARENESS,2025-12-01,11008,0,0.0,30,0.272529,0.433,1.180051,12.99,19.0,0,0.683684,1.0,0,12.99,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.6495,1.0,0,0,20.0,0,0.6495,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,02:00:00 - 02:59:59,CS
